seed,protocol,protocol_label,split,rectifier,rectifier_quantile_low,rectifier_quantile_high,rectifier_snap,rectifier_sdfilter,raw_c,rect_c,raw_j,rect_j,delta_j,raw_tpr,rect_tpr,delta_tpr,raw_tnr,rect_tnr,delta_tnr,raw_nonzero,rect_nonzero
24,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.7485714285714287,0.8438095238095238,0.09523809523809512,0.9866666666666667,0.9866666666666667,0.0,0.7619047619047619,0.8571428571428571,0.09523809523809523,6,8
24,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.7590476190476192,0.8990476190476189,0.13999999999999968,0.9733333333333334,0.9466666666666667,-0.026666666666666727,0.7857142857142857,0.9523809523809523,0.16666666666666663,32,31
25,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6842105263157894,0.640092879256966,-0.04411764705882337,1.0,0.9558823529411765,-0.044117647058823484,0.6842105263157895,0.6842105263157895,0.0,9,13
25,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6666666666666665,0.7323809523809524,0.06571428571428584,1.0,0.9466666666666667,-0.053333333333333344,0.6666666666666666,0.7857142857142857,0.11904761904761907,9,12
25,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6666666666666665,0.7142857142857144,0.047619047619047894,1.0,1.0,0.0,0.6666666666666666,0.7142857142857143,0.04761904761904767,9,6
25,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.6638095238095238,0.8200000000000001,0.1561904761904762,0.9733333333333334,0.9866666666666667,0.013333333333333308,0.6904761904761905,0.8333333333333334,0.1428571428571429,30,28
26,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6578947368421053,0.423374613003096,-0.23452012383900933,1.0,0.8970588235294118,-0.1029411764705882,0.6578947368421053,0.5263157894736842,-0.13157894736842113,7,12
26,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6533333333333333,0.6104761904761906,-0.042857142857142705,0.9866666666666667,0.92,-0.06666666666666665,0.6666666666666666,0.6904761904761905,0.023809523809523836,9,9
26,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6533333333333333,0.6666666666666665,0.013333333333333197,0.9866666666666667,1.0,0.013333333333333308,0.6666666666666666,0.6666666666666666,0.0,9,7
26,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.6638095238095238,0.9152380952380952,0.25142857142857133,0.9733333333333334,0.9866666666666667,0.013333333333333308,0.6904761904761905,0.9285714285714286,0.23809523809523814,31,29
27,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6137770897832819,0.6896284829721364,0.07585139318885448,0.9558823529411765,0.9264705882352942,-0.02941176470588236,0.6578947368421053,0.7631578947368421,0.10526315789473684,7,12
27,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.7247619047619049,0.6390476190476191,-0.08571428571428585,0.9866666666666667,0.8533333333333334,-0.1333333333333333,0.7380952380952381,0.7857142857142857,0.04761904761904756,8,11
27,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.7247619047619049,0.7723809523809524,0.04761904761904745,0.9866666666666667,0.9866666666666667,0.0,0.7380952380952381,0.7857142857142857,0.04761904761904756,8,5
27,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.6714285714285715,0.8752380952380951,0.20380952380952366,0.9333333333333333,0.9466666666666667,0.013333333333333308,0.7380952380952381,0.9285714285714286,0.19047619047619047,32,30
28,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.5642414860681115,0.5727554179566563,0.008513931888544768,0.9852941176470589,0.9411764705882353,-0.044117647058823595,0.5789473684210527,0.631578947368421,0.05263157894736836,8,13
28,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6714285714285715,0.599047619047619,-0.07238095238095243,0.9333333333333333,0.8133333333333334,-0.12,0.7380952380952381,0.7857142857142857,0.04761904761904756,8,11
28,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6714285714285715,0.8380952380952382,0.16666666666666674,0.9333333333333333,0.9333333333333333,0.0,0.7380952380952381,0.9047619047619048,0.16666666666666663,8,6
28,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.7428571428571429,0.7819047619047619,0.039047619047619,0.9333333333333333,0.8533333333333334,-0.07999999999999996,0.8095238095238095,0.9285714285714286,0.11904761904761907,30,10
29,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.7012383900928794,0.6277089783281733,-0.07352941176470607,0.9117647058823529,0.8382352941176471,-0.07352941176470584,0.7894736842105263,0.7894736842105263,0.0,9,13
29,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6161904761904764,0.578095238095238,-0.038095238095238404,0.9733333333333334,0.84,-0.13333333333333341,0.6428571428571429,0.7380952380952381,0.09523809523809523,8,12
29,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6161904761904764,0.6666666666666665,0.05047619047619012,0.9733333333333334,1.0,0.026666666666666616,0.6428571428571429,0.6666666666666666,0.023809523809523725,8,9
29,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.5866666666666667,0.74,0.15333333333333332,0.92,0.9066666666666666,-0.01333333333333342,0.6666666666666666,0.8333333333333334,0.16666666666666674,31,22
30,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6137770897832819,0.651702786377709,0.037925696594427016,0.9558823529411765,0.9411764705882353,-0.014705882352941235,0.6578947368421053,0.7105263157894737,0.05263157894736836,8,14
30,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.5819047619047619,0.78,0.1980952380952381,0.9866666666666667,0.9466666666666667,-0.040000000000000036,0.5952380952380952,0.8333333333333334,0.23809523809523814,7,10
30,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.5819047619047619,0.6742857142857144,0.09238095238095245,0.9866666666666667,0.96,-0.026666666666666727,0.5952380952380952,0.7142857142857143,0.11904761904761907,7,4
30,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.6923809523809523,0.8304761904761904,0.13809523809523805,0.9066666666666666,0.9733333333333334,0.06666666666666676,0.7857142857142857,0.8571428571428571,0.0714285714285714,32,29
31,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.640092879256966,0.6486068111455108,0.008513931888544768,0.9558823529411765,0.9117647058823529,-0.044117647058823595,0.6842105263157895,0.7368421052631579,0.05263157894736836,8,10
31,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.5819047619047619,0.6028571428571428,0.020952380952380834,0.9866666666666667,0.96,-0.026666666666666727,0.5952380952380952,0.6428571428571429,0.04761904761904767,7,10
31,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.5819047619047619,0.6190476190476191,0.037142857142857144,0.9866666666666667,1.0,0.013333333333333308,0.5952380952380952,0.6190476190476191,0.023809523809523836,7,7
31,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.7323809523809524,0.7723809523809524,0.040000000000000036,0.9466666666666667,0.9866666666666667,0.040000000000000036,0.7857142857142857,0.7857142857142857,0.0,32,30
32,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.5348297213622293,0.6044891640866874,0.06965944272445812,0.9558823529411765,0.8676470588235294,-0.08823529411764708,0.5789473684210527,0.7368421052631579,0.1578947368421052,9,12
32,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6161904761904764,0.6980952380952381,0.0819047619047617,0.9733333333333334,0.96,-0.01333333333333342,0.6428571428571429,0.7380952380952381,0.09523809523809523,9,10
32,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6161904761904764,0.700952380952381,0.0847619047619046,0.9733333333333334,0.9866666666666667,0.013333333333333308,0.6428571428571429,0.7142857142857143,0.0714285714285714,9,7
32,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.7695238095238095,0.8780952380952383,0.10857142857142876,0.96,0.9733333333333334,0.01333333333333342,0.8095238095238095,0.9047619047619048,0.09523809523809523,32,30
33,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6052631578947367,0.771671826625387,0.1664086687306503,1.0,0.9558823529411765,-0.044117647058823484,0.6052631578947368,0.8157894736842105,0.21052631578947367,6,12
33,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6742857142857144,0.6628571428571428,-0.011428571428571566,0.96,0.8533333333333334,-0.10666666666666658,0.7142857142857143,0.8095238095238095,0.09523809523809523,6,9
33,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6742857142857144,0.7723809523809524,0.09809523809523801,0.96,0.9866666666666667,0.026666666666666727,0.7142857142857143,0.7857142857142857,0.0714285714285714,6,8
33,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.7133333333333334,0.861904761904762,0.14857142857142858,0.88,0.9333333333333333,0.053333333333333344,0.8333333333333334,0.9285714285714286,0.09523809523809523,32,28
34,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.8126934984520124,0.8243034055727554,0.011609907120742946,0.9705882352941176,0.9558823529411765,-0.014705882352941124,0.8421052631578947,0.868421052631579,0.026315789473684292,10,14
34,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6028571428571428,0.5733333333333333,-0.029523809523809508,0.96,0.9066666666666666,-0.053333333333333344,0.6428571428571429,0.6666666666666666,0.023809523809523725,6,14
34,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6028571428571428,0.7857142857142856,0.18285714285714283,0.96,1.0,0.040000000000000036,0.6428571428571429,0.7857142857142857,0.1428571428571428,6,7
34,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.6447619047619049,0.861904761904762,0.21714285714285708,0.9066666666666666,0.9333333333333333,0.026666666666666727,0.7380952380952381,0.9285714285714286,0.19047619047619047,30,10
35,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6253869969040249,0.543343653250774,-0.08204334365325083,0.9411764705882353,0.9117647058823529,-0.02941176470588236,0.6842105263157895,0.631578947368421,-0.052631578947368474,7,12
35,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.5314285714285714,0.6504761904761904,0.11904761904761907,0.96,0.96,0.0,0.5714285714285714,0.6904761904761905,0.11904761904761907,8,10
35,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.5314285714285714,0.5552380952380953,0.023809523809523947,0.96,0.96,0.0,0.5714285714285714,0.5952380952380952,0.023809523809523836,8,8
35,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.677142857142857,0.8142857142857143,0.13714285714285723,0.9866666666666667,0.9333333333333333,-0.053333333333333344,0.6904761904761905,0.8809523809523809,0.19047619047619047,28,30
36,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6958204334365325,0.8095975232198143,0.11377708978328172,0.9852941176470589,0.9411764705882353,-0.044117647058823595,0.7105263157894737,0.868421052631579,0.1578947368421053,9,12
36,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.5180952380952379,0.5914285714285716,0.0733333333333337,0.9466666666666667,0.8533333333333334,-0.09333333333333327,0.5714285714285714,0.7380952380952381,0.16666666666666674,8,13
36,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.5180952380952379,0.5209523809523811,0.0028571428571431134,0.9466666666666667,0.9733333333333334,0.026666666666666727,0.5714285714285714,0.5476190476190477,-0.023809523809523725,8,6
36,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.7114285714285715,0.8409523809523809,0.12952380952380937,0.9733333333333334,0.96,-0.01333333333333342,0.7380952380952381,0.8809523809523809,0.1428571428571428,33,32
37,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.7600619195046439,0.780185758513932,0.020123839009288158,0.9705882352941176,0.9117647058823529,-0.05882352941176472,0.7894736842105263,0.868421052631579,0.07894736842105265,7,11
37,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6876190476190476,0.7323809523809524,0.04476190476190478,0.9733333333333334,0.9466666666666667,-0.026666666666666727,0.7142857142857143,0.7857142857142857,0.0714285714285714,10,12
37,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6876190476190476,0.7380952380952381,0.05047619047619056,0.9733333333333334,1.0,0.026666666666666616,0.7142857142857143,0.7380952380952381,0.023809523809523836,10,6
37,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.6104761904761906,0.8276190476190477,0.21714285714285708,0.92,0.9466666666666667,0.026666666666666616,0.6904761904761905,0.8809523809523809,0.19047619047619047,32,26
38,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.7747678018575852,0.5665634674922599,-0.20820433436532526,0.9852941176470589,0.8823529411764706,-0.10294117647058831,0.7894736842105263,0.6842105263157895,-0.10526315789473684,7,13
38,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.700952380952381,0.4933333333333332,-0.20761904761904781,0.9866666666666667,0.8266666666666667,-0.16000000000000003,0.7142857142857143,0.6666666666666666,-0.04761904761904767,8,10
38,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.700952380952381,0.6533333333333333,-0.04761904761904767,0.9866666666666667,0.9866666666666667,0.0,0.7142857142857143,0.6666666666666666,-0.04761904761904767,8,7
38,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.6209523809523809,0.8171428571428572,0.19619047619047625,0.9066666666666666,0.96,0.053333333333333344,0.7142857142857143,0.8571428571428571,0.1428571428571428,31,23
39,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6578947368421053,0.47600619195046434,-0.18188854489164097,1.0,0.8970588235294118,-0.1029411764705882,0.6578947368421053,0.5789473684210527,-0.07894736842105265,8,11
39,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6714285714285715,0.6819047619047618,0.010476190476190306,0.9333333333333333,0.92,-0.013333333333333308,0.7380952380952381,0.7619047619047619,0.023809523809523725,7,11
39,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6714285714285715,0.6904761904761905,0.01904761904761898,0.9333333333333333,1.0,0.06666666666666665,0.7380952380952381,0.6904761904761905,-0.04761904761904767,7,8
39,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.6523809523809523,0.8409523809523809,0.1885714285714286,0.8666666666666667,0.96,0.09333333333333327,0.7857142857142857,0.8809523809523809,0.09523809523809523,30,26
40,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.7221362229102168,0.6571207430340558,-0.06501547987616108,0.9852941176470589,0.8676470588235294,-0.11764705882352944,0.7368421052631579,0.7894736842105263,0.052631578947368474,8,14
40,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.5104761904761905,0.5809523809523811,0.07047619047619058,0.9866666666666667,0.8666666666666667,-0.12,0.5238095238095238,0.7142857142857143,0.19047619047619047,6,12
40,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.5104761904761905,0.677142857142857,0.16666666666666652,0.9866666666666667,0.9866666666666667,0.0,0.5238095238095238,0.6904761904761905,0.16666666666666663,6,6
40,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.597142857142857,0.8009523809523809,0.20380952380952388,0.9066666666666666,0.92,0.01333333333333342,0.6904761904761905,0.8809523809523809,0.19047619047619047,32,29
41,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6958204334365325,0.5696594427244581,-0.12616099071207443,0.9852941176470589,0.9117647058823529,-0.07352941176470595,0.7105263157894737,0.6578947368421053,-0.05263157894736836,7,11
41,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.700952380952381,0.7266666666666666,0.02571428571428558,0.9866666666666667,0.8933333333333333,-0.09333333333333338,0.7142857142857143,0.8333333333333334,0.11904761904761907,8,10
41,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.700952380952381,0.7619047619047619,0.06095238095238087,0.9866666666666667,1.0,0.013333333333333308,0.7142857142857143,0.7619047619047619,0.04761904761904756,8,8
41,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.700952380952381,0.8676190476190477,0.16666666666666674,0.9866666666666667,0.9866666666666667,0.0,0.7142857142857143,0.8809523809523809,0.16666666666666663,33,24
42,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.7747678018575852,0.7159442724458205,-0.05882352941176472,0.9852941176470589,0.9264705882352942,-0.05882352941176472,0.7894736842105263,0.7894736842105263,0.0,9,10
42,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6295238095238096,0.5866666666666667,-0.04285714285714293,0.9866666666666667,0.92,-0.06666666666666665,0.6428571428571429,0.6666666666666666,0.023809523809523725,9,11
42,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6295238095238096,0.6428571428571428,0.013333333333333197,0.9866666666666667,1.0,0.013333333333333308,0.6428571428571429,0.6428571428571429,0.0,9,7
42,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.5685714285714285,0.8200000000000001,0.25142857142857156,0.9733333333333334,0.9866666666666667,0.013333333333333308,0.5952380952380952,0.8333333333333334,0.23809523809523814,30,29
43,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6284829721362231,0.6633126934984519,0.03482972136222884,0.9705882352941176,0.9264705882352942,-0.044117647058823484,0.6578947368421053,0.7368421052631579,0.07894736842105254,7,13
43,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.5314285714285714,0.6476190476190475,0.11619047619047618,0.96,0.9333333333333333,-0.026666666666666616,0.5714285714285714,0.7142857142857143,0.1428571428571429,9,11
43,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.5314285714285714,0.7219047619047618,0.19047619047619047,0.96,0.96,0.0,0.5714285714285714,0.7619047619047619,0.19047619047619047,9,7
43,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.6876190476190476,0.7771428571428571,0.08952380952380956,0.9733333333333334,0.92,-0.053333333333333344,0.7142857142857143,0.8571428571428571,0.1428571428571428,31,30
44,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.7221362229102168,0.640092879256966,-0.08204334365325083,0.9852941176470589,0.9558823529411765,-0.02941176470588236,0.7368421052631579,0.6842105263157895,-0.05263157894736836,9,9
44,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6400000000000001,0.5733333333333333,-0.06666666666666687,0.9733333333333334,0.9066666666666666,-0.06666666666666676,0.6666666666666666,0.6666666666666666,0.0,6,13
44,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6400000000000001,0.700952380952381,0.06095238095238087,0.9733333333333334,0.9866666666666667,0.013333333333333308,0.6666666666666666,0.7142857142857143,0.04761904761904767,6,7
44,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.7295238095238097,0.8647619047619046,0.13523809523809494,0.92,0.96,0.039999999999999925,0.8095238095238095,0.9047619047619048,0.09523809523809523,32,28
45,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.5379256965944275,0.6695046439628483,0.1315789473684208,0.9852941176470589,0.9852941176470589,0.0,0.5526315789473685,0.6842105263157895,0.13157894736842102,6,11
45,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6028571428571428,0.7638095238095237,0.16095238095238096,0.96,0.9066666666666666,-0.053333333333333344,0.6428571428571429,0.8571428571428571,0.2142857142857142,7,13
45,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6028571428571428,0.6504761904761904,0.04761904761904767,0.96,0.96,0.0,0.6428571428571429,0.6904761904761905,0.04761904761904756,7,8
45,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.7590476190476192,0.8009523809523809,0.04190476190476167,0.9733333333333334,0.92,-0.053333333333333344,0.7857142857142857,0.8809523809523809,0.09523809523809523,33,25
46,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6811145510835912,0.6927244582043344,0.011609907120743168,0.9705882352941176,0.9558823529411765,-0.014705882352941124,0.7105263157894737,0.7368421052631579,0.02631578947368418,8,13
46,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.7190476190476192,0.6285714285714286,-0.0904761904761906,0.9333333333333333,0.8666666666666667,-0.06666666666666665,0.7857142857142857,0.7619047619047619,-0.023809523809523836,7,10
46,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.7190476190476192,0.6533333333333333,-0.06571428571428584,0.9333333333333333,0.9866666666666667,0.053333333333333344,0.7857142857142857,0.6666666666666666,-0.11904761904761907,7,8
46,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.6019047619047617,0.8485714285714288,0.24666666666666703,0.84,0.92,0.08000000000000007,0.7619047619047619,0.9285714285714286,0.16666666666666674,31,29
47,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.5905572755417956,0.6369969040247678,0.04643962848297223,0.9852941176470589,0.9264705882352942,-0.05882352941176472,0.6052631578947368,0.7105263157894737,0.10526315789473684,7,13
47,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6876190476190476,0.6447619047619049,-0.042857142857142705,0.9733333333333334,0.9066666666666666,-0.06666666666666676,0.7142857142857143,0.7380952380952381,0.023809523809523836,9,12
47,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6876190476190476,0.7142857142857144,0.02666666666666684,0.9733333333333334,1.0,0.026666666666666616,0.7142857142857143,0.7142857142857143,0.0,9,8
47,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.6504761904761904,0.8990476190476189,0.24857142857142844,0.96,0.9466666666666667,-0.013333333333333308,0.6904761904761905,0.9523809523809523,0.26190476190476186,33,30
48,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6284829721362231,0.5317337461300311,-0.09674922600619196,0.9705882352941176,0.9264705882352942,-0.044117647058823484,0.6578947368421053,0.6052631578947368,-0.052631578947368474,7,8
48,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6161904761904764,0.6447619047619049,0.02857142857142847,0.9733333333333334,0.9066666666666666,-0.06666666666666676,0.6428571428571429,0.7380952380952381,0.09523809523809523,8,12
48,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6161904761904764,0.6876190476190476,0.07142857142857117,0.9733333333333334,0.9733333333333334,0.0,0.6428571428571429,0.7142857142857143,0.0714285714285714,8,6
48,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.6790476190476191,0.8380952380952382,0.1590476190476191,0.8933333333333333,0.9333333333333333,0.040000000000000036,0.7857142857142857,0.9047619047619048,0.11904761904761907,31,27
49,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.5495356037151704,0.5077399380804954,-0.04179566563467496,0.9705882352941176,0.8235294117647058,-0.1470588235294118,0.5789473684210527,0.6842105263157895,0.10526315789473684,8,11
49,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6742857142857144,0.6714285714285715,-0.0028571428571428914,0.96,0.9333333333333333,-0.026666666666666616,0.7142857142857143,0.7380952380952381,0.023809523809523836,7,10
49,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6742857142857144,0.7619047619047619,0.08761904761904749,0.96,1.0,0.040000000000000036,0.7142857142857143,0.7619047619047619,0.04761904761904756,7,9
49,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.6580952380952381,0.8200000000000001,0.161904761904762,0.92,0.9866666666666667,0.06666666666666665,0.7380952380952381,0.8333333333333334,0.09523809523809523,33,28
50,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.6547987616099071,0.7244582043343653,0.06965944272445812,0.9705882352941176,0.8823529411764706,-0.08823529411764708,0.6842105263157895,0.8421052631578947,0.1578947368421052,8,8
50,matched_split_cutlass,Split-matched cutlass,legacy67,quantile,0.25,0.75,0.001,,0.1,0.1,0.6638095238095238,0.6342857142857143,-0.029523809523809508,0.9733333333333334,0.92,-0.053333333333333344,0.6904761904761905,0.7142857142857143,0.023809523809523836,7,11
50,legacy_rectifier_bridge,Legacy rectifier bridge,legacy67,minmax,,,0.0,,0.1,0.1,0.6638095238095238,0.6904761904761905,0.026666666666666616,0.9733333333333334,1.0,0.026666666666666616,0.6904761904761905,0.6904761904761905,0.0,7,8
50,published_like_legacy,Published-like legacy,legacy67,minmax,,,0.0,,10.0,10.0,0.6342857142857143,0.8809523809523809,0.2466666666666666,0.92,1.0,0.07999999999999996,0.7142857142857143,0.8809523809523809,0.16666666666666663,31,25
51,generic_probe,Generic probe,generic70,quantile,0.25,0.75,0.001,,0.1,0.1,0.7484520123839009,0.8390092879256965,0.0905572755417956,0.9852941176470589,0.9705882352941176,-0.014705882352941235,0.7631578947368421,0.868421052631579,0.10526315789473684,9,12
